seed,scenario,depth,step,arrived_cum,arrivals_step,queue,avg_wait_step,reward,cum_reward,AI_step,phase,green_duration,active_vehicles
21,Baseline,0.0,1560,414,0,9,15.636363636363637,-0.61139308709203,149.33152175653717,0.3217,1,51,11
21,Baseline,0.0,1620,428,0,13,62.30769230769231,-1.5906815227489788,100.1647810656726,0.0249,2,67,13
21,Baseline,0.0,1680,448,0,9,4.666666666666667,-0.47171430144512816,66.55923594900739,0.4298,3,60,15
21,Baseline,0.0,1740,478,1,4,7.333333333333333,1.0126708029716953,71.48062876132298,0.4429,4,72,6
21,Baseline,0.0,1800,491,0,2,13.0,0.1544565277773125,90.03991269787143,0.4185,5,49,5
21,Baseline,0.0,1860,502,0,2,46.25,-0.26992181148509353,99.40365249299441,0.2081,0,61,4
21,Baseline,0.0,1920,513,0,2,6.5,0.1405225546309059,89.61496663705344,0.4844,1,66,4
21,Baseline,0.0,1980,535,1,3,4.5,1.1344034903972635,118.01540438160731,0.5204,2,46,6
21,Baseline,0.0,2040,550,0,8,44.125,-0.8322306120840453,115.83302294489333,0.2717,3,80,8
21,Baseline,0.0,2100,567,0,1,0.125,0.3867684783938273,120.93766765633653,0.5825,4,49,8
21,Baseline,0.0,2160,589,0,2,7.75,0.2025305510748458,145.96686199100728,0.5543,5,59,4
21,Baseline,0.0,2220,600,0,2,4.5,0.22027537045376255,164.86474658626383,0.5873,0,66,6
21,Baseline,0.0,2280,617,0,10,9.23076923076923,-0.6158826393640306,183.16510769512615,0.5732,1,69,13
21,Baseline,0.0,2340,628,1,2,1.6923076923076923,1.1804176216794064,146.71579252225914,0.6348,1,69,13
21,Baseline,0.0,2400,648,1,1,1.0,1.324750742832872,154.9620631624006,0.66,2,73,7
21,Baseline,0.0,2460,660,0,1,0.8333333333333334,0.35727789173760255,184.32089266646395,0.6735,3,59,6
21,Baseline,0.0,2520,672,1,0,0.0,1.4506963020182262,204.45792294689073,0.6914,4,62,3
21,Baseline,0.0,2580,682,0,2,43.5,-0.20090321503021658,227.76613859367197,0.4116,5,63,2
21,Baseline,0.0,2640,693,0,2,20.5,0.039230202624498445,246.82783782126307,0.5763,0,60,4
21,Baseline,0.0,2700,715,0,9,29.833333333333332,-0.7762313704297439,245.9670247123994,0.5367,1,57,12
21,Baseline,0.0,2760,727,0,18,28.0,-1.6419165170841166,209.26230586196408,0.5613,2,74,18
21,Baseline,0.0,2820,752,0,11,16.916666666666668,-0.7990552637727957,213.76469757924647,0.6609,3,61,12
21,Baseline,0.0,2880,768,0,8,17.75,-0.5041126764285444,214.36283197730734,0.6718,4,71,8
21,Baseline,0.0,2940,783,0,2,18.6,0.06522386866641228,231.7953173348247,0.6816,5,71,5
21,Baseline,0.0,3000,798,0,1,1.0,0.3334868841595687,243.57412740475377,0.8143,0,62,5
21,Baseline,0.0,3060,810,0,6,5.8,-0.19260576022296544,268.17823670022443,0.7947,1,75,10
21,Baseline,0.0,3120,821,0,1,0.4666666666666667,0.3029100669372946,234.98893465241412,0.8415,1,75,15
21,Baseline,0.0,3180,840,0,7,20.1,-0.47704573639804065,242.88008291313938,0.7302,2,64,10
21,Baseline,0.0,3240,855,1,4,9.090909090909092,0.9456705556189148,244.85831576096433,0.819,3,66,11
21,Baseline,0.0,3300,879,0,2,1.1111111111111112,0.2650618721824316,282.5489164739966,0.8969,4,65,9
21,Baseline,0.0,3360,891,0,2,25.5,-0.019975571420297933,305.965206456873,0.7467,5,65,4
21,Baseline,0.0,3420,902,0,2,10.0,0.16483975872139928,321.15544355951243,0.8613,0,72,6
21,Baseline,0.0,3480,918,0,8,19.75,-0.557973980658242,326.9493435698423,0.8128,1,61,12
21,Baseline,0.0,3540,933,2,13,7.555555555555555,1.0680184568091082,295.18524412665636,0.9095,2,62,18
21,Mild,0.12,0,0,0,0,0.0,0.0,0.0,0.0,0,20,0
21,Mild,0.12,60,7,0,1,0.5714285714285714,0.006033708513236258,0.27603434307018393,0.0046,1,50,7
21,Mild,0.12,120,10,0,10,21.866666666666667,-1.098115203855262,-39.44927411261302,-0.1338,2,72,15
21,Mild,0.12,180,34,2,9,25.0,1.1753227645763975,-33.17394911917362,-0.1258,3,64,9
21,Mild,0.12,240,48,0,6,23.0,-0.4249656214856632,-24.898618911956028,-0.0956,4,59,7
21,Mild,0.12,300,55,0,1,11.6,0.15712038258308206,-8.032208523770006,-0.0112,5,60,5
21,Mild,0.12,360,65,0,2,16.25,0.003111750092658405,6.0243489764124,-0.0302,0,63,4
21,Mild,0.12,420,76,0,6,19.09090909090909,-0.4534614260157662,5.700310009218715,-0.0359,1,59,11
21,Mild,0.12,480,87,0,11,23.818181818181817,-0.9867835015738788,-23.449556431278562,-0.0542,2,75,11
21,Mild,0.12,540,106,1,3,1.9285714285714286,1.069550869048328,-20.489349951546195,0.1145,3,55,14
21,Mild,0.12,600,127,0,7,15.5,-0.41533753308817445,-13.425019330844961,0.0493,4,59,8
21,Mild,0.12,660,141,0,2,15.333333333333334,0.07621410582547916,-3.708919687510945,0.0672,5,77,6
21,Mild,0.12,720,161,0,2,0.7777777777777778,0.24422149916578262,15.295287023128123,0.1883,0,64,9
21,Mild,0.12,780,173,0,5,15.4,-0.21681371808741623,32.50417341503516,0.1053,1,65,5
21,Mild,0.12,840,185,0,1,1.0,0.28062801907714596,22.82544834987808,0.2157,1,65,11
21,Mild,0.12,900,201,0,1,1.2222222222222223,0.3157556781658299,27.694858480883454,0.2334,3,52,9
21,Mild,0.12,960,214,0,2,0.9,0.21983529088811055,32.65207711695083,0.2512,4,55,10
21,Mild,0.12,1020,225,1,2,2.3333333333333335,1.2486068251593612,49.20581674395985,0.2549,5,70,12
21,Mild,0.12,1080,244,0,1,0.5,0.35477407792372806,78.46181263028674,0.2899,0,60,8
21,Mild,0.12,1140,257,0,3,4.428571428571429,0.11471210060978676,104.59261852742446,0.2794,1,63,7
21,Mild,0.12,1200,266,0,0,0.0,0.4072170446830548,100.53237595460435,0.3197,2,72,6
21,Mild,0.12,1260,273,0,2,1.2,0.21338779676469555,110.23799505995461,0.3201,2,72,5
21,Mild,0.12,1320,289,0,2,1.8571428571428572,0.2270889764633472,136.11373809243963,0.335,3,53,7
21,Mild,0.12,1380,307,1,1,2.3333333333333335,1.337612817177889,165.22386122274645,0.3534,4,60,9
21,Mild,0.12,1440,319,0,1,16.2,0.17999074157174177,193.71083884093414,0.2754,5,67,5
21,Mild,0.12,1500,334,0,3,9.777777777777779,0.06149728202346866,224.55372800524972,0.3363,0,60,9
21,Mild,0.12,1560,348,0,10,28.857142857142858,-0.8774121282815767,215.61058476838923,0.2259,1,66,14
21,Mild,0.12,1620,361,0,9,24.90909090909091,-0.7182919304374834,201.62352881276044,0.2678,2,59,11
21,Mild,0.12,1680,375,0,11,20.90909090909091,-0.8632043970521242,202.58798278810585,0.3113,3,57,11
21,Mild,0.12,1740,392,0,2,2.75,0.21868381558500463,213.38043652644942,0.4528,4,62,8
21,Mild,0.12,1800,400,0,2,47.333333333333336,-0.2855171099580927,223.01211277097724,0.1652,5,56,3
21,Mild,0.12,1860,409,0,9,25.5,-0.7516478613442713,225.33947446056965,0.3216,0,72,12
21,Mild,0.12,1920,431,1,14,44.333333333333336,-0.4628013883252047,193.73177325282177,0.2225,1,73,15
21,Mild,0.12,1980,449,0,14,7.88,-1.0018370001172747,166.94763428242717,0.4871,2,64,25
21,Mild,0.12,2040,472,1,11,9.933333333333334,0.2840812859421418,146.3237577413348,0.5011,3,64,15
21,Mild,0.12,2100,489,1,5,3.533333333333333,0.9647902262879358,150.3272342572309,0.5642,4,60,15
21,Mild,0.12,2160,509,1,1,5.166666666666667,1.350601872073169,175.90944265748084,0.5773,5,70,6
21,Mild,0.12,2220,524,1,2,1.4285714285714286,1.2698146973191733,202.72518062632395,0.6203,0,67,7
21,Mild,0.12,2280,538,2,4,5.333333333333333,2.0209484569526075,224.56429864151045,0.6111,0,67,12
21,Mild,0.12,2340,554,0,4,2.727272727272727,-0.0074526209515087816,207.7485872566312,0.6477,1,61,11
21,Mild,0.12,2400,568,1,1,0.7272727272727273,1.327408862625392,193.71394784072587,0.6778,2,71,11
21,Mild,0.12,2460,585,1,0,0.0,1.4812746200462592,220.61108294288908,0.7031,3,59,5
21,Mild,0.12,2520,600,0,1,1.4285714285714286,0.38794115607984614,254.9259405223273,0.7116,4,66,7
21,Mild,0.12,2580,609,0,2,30.75,-0.07524961772952465,272.0041201756348,0.527,5,64,4
21,Mild,0.12,2640,620,0,2,10.8,0.18089132169595662,293.29807163239866,0.6732,0,75,5
21,Mild,0.12,2700,633,1,9,24.833333333333332,0.30126286767932575,292.85843747333735,0.5953,1,77,12
21,Mild,0.12,2760,648,0,3,1.5555555555555556,0.1717738579079699,283.33261221693704,0.7685,2,56,9
21,Mild,0.12,2820,666,0,3,2.857142857142857,0.1527168006313439,309.57606048561723,0.7814,3,65,7
21,Mild,0.12,2880,680,1,1,0.18181818181818182,1.396835996539046,329.38921642298465,0.8161,4,55,11
21,Mild,0.12,2940,695,1,1,8.5,1.3098640579039498,356.49026905927946,0.7787,5,69,2
21,Mild,0.12,3000,701,0,0,0.0,0.46478080374927394,372.29660973562466,0.8425,0,66,4
21,Mild,0.12,3060,710,1,3,4.0,1.1280693817595822,393.7423160982307,0.8267,0,66,9
21,Mild,0.12,3120,720,0,10,39.72727272727273,-0.9936121279341973,377.64633440824974,0.6005,1,69,11
21,Mild,0.12,3180,735,0,6,21.875,-0.3649812336016224,395.0430671636822,0.7376,2,71,8
21,Mild,0.12,3240,751,0,2,2.0,0.28031616786298075,432.6410245769403,0.8893,3,70,4
21,Mild,0.12,3300,761,0,0,0.0,0.4971045059862069,467.51743128105164,0.9147,4,62,4
21,Mild,0.12,3360,768,0,2,26.0,-0.016335304151085084,486.8959990021306,0.7497,5,68,3
21,Mild,0.12,3420,780,0,2,3.5714285714285716,0.23923001132117214,500.52007155787214,0.9137,0,70,7
21,Mild,0.12,3480,799,0,5,21.166666666666668,-0.24910760174943208,523.3402929691066,0.8192,1,56,6
21,Mild,0.12,3540,809,0,5,2.0,-0.10812036712912615,506.00549885381326,0.959,2,80,11
21,Moderate,0.28,0,0,0,0,0.0,0.0,0.0,0.0,0,20,0
21,Moderate,0.28,60,7,0,6,14.571428571428571,-0.6197208717934866,-9.904292694270106,-0.087,1,59,7
21,Moderate,0.28,120,15,0,5,34.2,-0.5918751385257611,-23.131531901643175,-0.2063,2,51,5
21,Moderate,0.28,180,25,1,0,0.0,1.295046490275132,-27.313117290133956,0.0362,3,64,6
21,Moderate,0.28,240,35,0,1,0.6666666666666666,0.24335093538085895,-4.04991055664107,0.0462,4,56,6
21,Moderate,0.28,300,40,0,4,11.545454545454545,-0.19627261406797725,4.788553944352132,-0.0191,5,56,11
21,Moderate,0.28,360,52,1,1,3.0,1.146638173735616,7.392440533867555,0.0553,0,69,6
21,Moderate,0.28,420,68,0,6,35.111111111111114,-0.6166281944730707,1.786083881018545,-0.1357,1,59,9
21,Moderate,0.28,480,75,0,8,35.0,-0.8135277354517461,-20.909737555387153,-0.1248,2,61,9
21,Moderate,0.28,540,85,0,2,11.0,0.05272015292256921,-19.210437327736276,0.0497,3,66,7
21,Moderate,0.28,600,102,0,1,0.5,0.3227594605211208,17.131533014154922,0.1443,4,62,4
21,Moderate,0.28,660,107,1,2,19.0,0.9863097711754532,30.038035140247047,0.0282,5,67,6
21,Moderate,0.28,720,121,0,1,3.111111111111111,0.3002763620657698,53.62438569632973,0.1544,0,58,9
21,Moderate,0.28,780,133,1,7,17.77777777777778,0.5358211651948304,68.33727143577873,0.074,1,52,9
21,Moderate,0.28,840,136,0,15,47.64705882352941,-1.6861106499130227,8.371069712976812,-0.1208,2,61,17
21,Moderate,0.28,900,148,0,13,21.529411764705884,-1.1293223083672315,-29.374518289889423,0.0707,3,72,17
21,Moderate,0.28,960,166,1,4,6.2727272727272725,0.9761152557386092,-5.588725146848204,0.1984,4,64,11
21,Moderate,0.28,1020,177,0,2,7.375,0.16485796250648954,17.00167227948291,0.207,5,59,8
21,Moderate,0.28,1080,188,0,2,12.0,0.1111856102092953,33.80711521557499,0.1921,0,57,4
21,Moderate,0.28,1140,193,0,6,9.916666666666666,-0.27280926150639534,38.58412123094164,0.2132,1,57,12
21,Moderate,0.28,1200,206,0,7,14.583333333333334,-0.423615003972273,30.446809194139455,0.2009,2,64,12
21,Moderate,0.28,1260,225,1,6,6.052631578947368,0.7904502472350261,39.791621101441464,0.2853,3,63,19
21,Moderate,0.28,1320,246,0,5,7.416666666666667,-0.09981099810322341,60.96707993383715,0.3066,4,68,12
21,Moderate,0.28,1380,259,0,2,7.0,0.20721094822375902,81.0166084294003,0.3282,5,69,12
21,Moderate,0.28,1440,274,0,1,0.5,0.35034170283427857,104.37205384228305,0.3932,0,56,8
21,Moderate,0.28,1500,283,0,6,8.666666666666666,-0.2168677677365971,121.16825072016582,0.3518,1,62,12
21,Moderate,0.28,1560,305,0,6,2.4545454545454546,-0.163995357792679,129.94301683583464,0.425,2,53,11
21,Moderate,0.28,1620,316,0,8,8.363636363636363,-0.41322397163199664,123.21565262775785,0.4016,3,73,11
21,Moderate,0.28,1680,328,0,1,0.1111111111111111,0.39947786838620153,124.07054514811107,0.4739,4,66,18
21,Moderate,0.28,1740,351,0,1,2.2857142857142856,0.3928405638934793,163.6734733417408,0.4927,4,66,7
21,Moderate,0.28,1800,357,0,2,4.0,0.2084691071423699,178.68116909676286,0.49,5,65,4
21,Moderate,0.28,1860,365,0,2,1.5,0.27144123345635146,200.03781411958335,0.5182,0,66,10
21,Moderate,0.28,1920,379,0,6,25.636363636363637,-0.41178407459001487,207.36977395873194,0.3776,1,67,11
21,Moderate,0.28,1980,389,0,6,14.666666666666666,-0.264251699372716,209.40548718573453,0.4652,2,65,12
21,Moderate,0.28,2040,402,0,8,16.77777777777778,-0.47809213084578817,217.90151624918354,0.4699,3,63,9
21,Moderate,0.28,2100,414,0,2,6.714285714285714,0.2366838047339771,239.72583241545283,0.5544,4,55,7
21,Moderate,0.28,2160,421,1,1,5.3,1.343699398983094,267.2035458687383,0.5739,5,55,10
21,Moderate,0.28,2220,431,0,2,27.666666666666668,-0.04843154320399928,282.7105188157271,0.4393,0,70,6
21,Moderate,0.28,2280,443,0,3,48.0,-0.3825130954266903,290.5404925677874,0.3211,1,52,3
21,Moderate,0.28,2340,447,0,5,55.714285714285715,-0.7158257809214742,264.0705660287552,0.2755,2,74,7
21,Moderate,0.28,2400,459,1,4,5.666666666666667,1.0304458791742406,278.59505501724936,0.6265,3,67,9
21,Moderate,0.28,2460,471,0,2,2.0714285714285716,0.2747601913970079,298.66899758998755,0.6678,4,73,14
21,Moderate,0.28,2520,491,0,3,12.333333333333334,0.0642454609395689,329.31941338962156,0.6283,5,63,6
21,Moderate,0.28,2580,498,1,1,0.14285714285714285,1.2518220793284458,325.0820792536335,0.7197,0,71,7
21,Moderate,0.28,2640,506,1,7,6.733333333333333,0.7074863292581945,337.4296717860214,0.6874,0,71,15
21,Moderate,0.28,2700,518,0,13,45.5,-1.3822306791713248,295.4132629898138,0.4463,2,65,16
21,Moderate,0.28,2760,530,0,1,2.0,0.18693606601370344,215.13800365807097,0.7537,2,65,15
21,Moderate,0.28,2820,546,1,1,0.9090909090909091,1.3405888568902775,202.49858148448322,0.7841,3,74,11
21,Moderate,0.28,2880,565,0,0,0.0,0.4940576693010677,241.72224430159,0.8177,4,76,3
21,Moderate,0.28,2940,568,0,2,13.0,0.14255813395789335,263.4135344879578,0.7353,5,62,6
21,Moderate,0.28,3000,578,0,2,3.7142857142857144,0.2587748042064086,286.20615626841465,0.8117,0,71,7
21,Moderate,0.28,3060,587,0,8,32.375,-0.6904612078164789,284.18090524109823,0.6337,1,66,8
21,Moderate,0.28,3120,597,0,2,2.857142857142857,0.1978501388865057,266.46408952218883,0.8449,2,56,7
21,Moderate,0.28,3180,607,0,0,0.0,0.4702657680466152,288.9394510118015,0.8784,3,67,8
21,Moderate,0.28,3240,619,0,0,0.0,0.4957719330573287,321.75922751164194,0.8958,4,59,7
21,Moderate,0.28,3300,626,0,1,0.8571428571428571,0.3830656851129433,350.26182608283335,0.9002,5,59,7
21,Moderate,0.28,3360,635,0,2,1.6666666666666667,0.23688550612736486,372.156052817168,0.9078,0,66,6
21,Moderate,0.28,3420,646,0,2,1.8571428571428572,0.23803046039408904,395.4064900947418,0.9225,1,65,7
21,Moderate,0.28,3480,659,0,2,1.8571428571428572,0.2181344740153951,402.7816875394267,0.9413,1,65,7
21,Moderate,0.28,3540,677,0,1,1.0,0.37514166702650026,438.5556452142465,0.9731,2,62,4
21,Severe,0.55,0,0,0,0,0.0,0.0,0.0,0.0,0,20,0
21,Severe,0.55,60,1,0,2,3.75,-0.2019459176040096,-3.0130957448175613,-0.0216,1,51,8
21,Severe,0.55,120,6,0,3,18.818181818181817,-0.26478277836566344,-14.395539961676993,-0.1052,2,53,11
21,Severe,0.55,180,9,0,1,0.07142857142857142,0.20702342179709227,-4.778838407230512,0.0299,4,70,14
21,Severe,0.55,240,13,0,0,0.0,0.32648328845279967,13.551621100152326,0.0439,4,70,17
21,Severe,0.55,300,17,0,2,3.0625,0.11503710325334887,31.516271170851674,0.037,5,56,16
21,Severe,0.55,360,20,0,2,0.8125,0.10149069773480157,37.61122607964713,0.0622,0,62,16
21,Severe,0.55,420,28,1,4,14.3125,0.7989541155444655,37.26994069989055,-0.0008,1,61,16
21,Severe,0.55,480,33,0,6,13.5,-0.33753885538236056,38.507878017068634,0.0215,3,59,16
21,Severe,0.55,540,40,0,0,0.0,0.4165031178636226,34.19917848510687,0.1351,4,60,10
21,Severe,0.55,600,45,0,1,3.0,0.3199213295820612,53.01853801184964,0.132,5,53,7
21,Severe,0.55,660,47,0,1,11.571428571428571,0.1792870328661443,68.73338805350389,0.0816,0,63,7
21,Severe,0.55,720,49,0,0,0.0,0.41041113339392193,84.57736873147094,0.1655,1,53,9
21,Severe,0.55,780,55,0,0,0.0,0.4283677548276094,115.58252113166901,0.1858,2,45,7
21,Severe,0.55,840,57,0,1,0.45454545454545453,0.3144843021042877,142.51724186042983,0.1895,3,60,11
21,Severe,0.55,900,59,0,2,4.583333333333333,0.14745707991654516,159.72810454004252,0.1688,4,52,12
21,Severe,0.55,960,63,0,1,3.3333333333333335,0.25979629723081865,182.21682196425274,0.1906,5,58,12
21,Severe,0.55,1020,66,0,1,2.4545454545454546,0.26554430004182966,203.82552889698223,0.2066,0,57,11
21,Severe,0.55,1080,70,0,1,0.7857142857142857,0.27974451012532286,229.0294169214738,0.2312,1,64,14
21,Severe,0.55,1140,74,0,6,12.846153846153847,-0.3558435348475734,235.56010283434836,0.1644,2,51,13
21,Severe,0.55,1200,77,0,0,0.0,0.35016355131340915,217.83225999115052,0.2601,3,59,15
21,Severe,0.55,1260,81,0,1,0.6428571428571429,0.26930370741834037,224.02231507200702,0.2694,4,62,14
21,Severe,0.55,1320,85,0,3,12.181818181818182,-0.05565693083627549,233.61681061378843,0.206,5,56,11
21,Severe,0.55,1380,87,0,0,0.0,0.3463752920315785,237.01554578796038,0.2939,0,66,16
21,Severe,0.55,1440,95,1,5,14.125,0.7186588636624893,239.52984481058485,0.2268,2,71,16
21,Severe,0.55,1500,102,0,1,0.29411764705882354,0.23704755862514687,219.96098641694536,0.3426,2,71,17
21,Severe,0.55,1560,106,0,0,0.0,0.3877549354967143,217.31735288265213,0.3581,3,69,18
21,Severe,0.55,1620,110,0,1,0.47058823529411764,0.30595490572964545,237.83459966761808,0.3685,4,67,17
21,Severe,0.55,1680,115,0,2,4.4375,0.1663724156981522,259.68958976570457,0.3589,5,56,16
21,Severe,0.55,1740,118,0,5,10.944444444444445,-0.22733988251816284,268.0930155290478,0.3257,0,61,18
21,Severe,0.55,1800,124,0,6,17.42105263157895,-0.3993318588607509,254.47131864313914,0.3028,1,62,19
21,Severe,0.55,1860,133,1,7,11.0,0.602134807727082,252.2647365591096,0.376,2,72,15
21,Severe,0.55,1920,136,0,5,5.4,-0.12609027033268716,255.8363119012009,0.4235,3,71,15
21,Severe,0.55,1980,142,0,0,0.0,0.43089749150217127,270.91473220472227,0.4797,4,62,15
21,Severe,0.55,2040,149,0,1,1.7692307692307692,0.32340828000178107,301.45089218905474,0.4916,5,68,13
21,Severe,0.55,2100,150,0,1,0.05555555555555555,0.3286386653007258,321.9831564278451,0.5064,0,56,18
21,Severe,0.55,2160,155,0,6,6.588235294117647,-0.2475574198048267,329.79170762515406,0.4797,1,50,17
21,Severe,0.55,2220,164,1,8,31.875,0.24416163232296112,309.86975994711963,0.3416,2,70,16
21,Severe,0.55,2280,171,0,3,0.8,0.11511406945720054,289.8904210667736,0.5724,3,66,15
21,Severe,0.55,2340,176,0,0,0.0,0.4363052798555136,286.536137475043,0.5946,4,64,14
21,Severe,0.55,2400,180,0,0,0.0,0.4475337876493442,302.0129497502473,0.6081,4,64,14
21,Severe,0.55,2460,180,0,1,3.8666666666666667,0.2984551018467687,321.87356169671375,0.5823,5,60,15
21,Severe,0.55,2520,181,0,5,4.444444444444445,-0.11554923392465416,335.14747919474655,0.5819,0,64,18
21,Severe,0.55,2580,190,0,7,29.923076923076923,-0.6258905822108048,326.9651826264915,0.4424,1,60,13
21,Severe,0.55,2640,194,0,2,5.4,0.15774376283595554,322.37280413865636,0.6194,2,57,15
21,Severe,0.55,2700,202,0,0,0.0,0.42877673311109504,333.6647364280972,0.6824,3,64,13
21,Severe,0.55,2760,203,0,2,1.0,0.2254524380726537,343.5758027493737,0.6791,4,66,19
21,Severe,0.55,2820,205,0,2,7.722222222222222,0.14648047842793605,356.65899626361795,0.6411,5,65,18
21,Severe,0.55,2880,211,0,2,3.6315789473684212,0.200627664111963,373.28962610952243,0.6886,0,64,19
21,Severe,0.55,2940,215,0,1,1.9583333333333333,0.3199216549307474,394.1693559348427,0.7133,1,68,24
21,Severe,0.55,3000,224,1,6,5.904761904761905,0.784405543152857,411.2342505914434,0.7174,2,61,21
21,Severe,0.55,3060,233,0,7,9.529411764705882,-0.3454692998745382,409.2767077113908,0.7236,3,59,17
21,Severe,0.55,3120,239,1,4,4.470588235294118,1.016170143409724,417.6023114585147,0.7776,4,57,17
21,Severe,0.55,3180,243,0,2,2.4,0.2367273658605328,438.2467231249877,0.8049,5,74,15
21,Severe,0.55,3240,248,0,2,1.736842105263158,0.24195509319494585,461.0359670132757,0.8263,0,52,19
21,Severe,0.55,3300,253,0,5,5.476190476190476,-0.10227114215440974,469.3086428524023,0.8182,1,69,21
21,Severe,0.55,3360,262,0,2,0.3684210526315789,0.26716295513017574,483.1802605207042,0.8827,2,53,19
21,Severe,0.55,3420,271,0,2,1.6470588235294117,0.2570570844590451,501.46531665116277,0.9046,3,63,17
21,Severe,0.55,3480,276,0,1,0.8125,0.37347148851748013,527.00962905826,0.927,4,70,16
21,Severe,0.55,3540,281,0,0,0.0,0.4831178071254209,557.9192902699443,0.9493,5,56,12
42,Baseline,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,20,0
42,Baseline,0.0,60,11,0,1,19.5,-0.194120628499923,-1.2486168358758272,-0.1187,1,65,2
42,Baseline,0.0,120,25,0,4,14.0,-0.20249796409173704,10.437430781396714,-0.0677,2,43,5
42,Baseline,0.0,180,33,0,11,40.53846153846154,-1.267045686010586,-24.11970836204371,-0.2364,4,50,13
42,Baseline,0.0,240,56,0,2,10.0,0.07482705172096543,-36.181771889198664,-0.0093,5,55,8
42,Baseline,0.0,300,69,0,2,40.0,-0.28359855672333556,-32.48845064597294,-0.196,0,55,5
42,Baseline,0.0,360,88,0,4,13.11111111111111,-0.14614487109864988,-25.08560646201048,0.0028,1,72,9
42,Baseline,0.0,420,111,1,6,7.7,0.7806491290033525,-3.459235667391968,0.0624,2,50,10
42,Baseline,0.0,480,129,0,15,46.333333333333336,-1.5809016588687526,-36.30166599142717,-0.1767,3,44,15
42,Baseline,0.0,540,137,0,5,0.8888888888888888,-0.2188611989477527,-125.21389476546686,0.1344,5,56,18
42,Baseline,0.0,600,162,0,2,20.0,0.05114538930177459,-93.30635989453141,0.0327,0,51,6
42,Baseline,0.0,660,168,0,4,7.375,-0.14973473683864658,-106.85321599831835,0.123,1,56,8
42,Baseline,0.0,720,194,1,7,11.555555555555555,0.64694682777864,-94.11224780126423,0.1217,2,49,9
42,Baseline,0.0,780,202,0,10,56.0,-1.2274564843806848,-133.35438901865555,-0.1664,4,51,11
42,Baseline,0.0,840,214,1,1,0.5454545454545454,1.2517012068061137,-179.92404479586668,0.2156,5,36,11
42,Baseline,0.0,900,239,0,2,17.2,0.0788057195447634,-139.9831541853037,0.1302,1,57,5
42,Baseline,0.0,960,258,0,2,1.0,0.24498479506502663,-123.02570477619675,0.2577,2,39,9
42,Baseline,0.0,1020,268,0,12,47.5,-1.2926209789742926,-156.63968665124702,-0.0421,3,51,12
42,Baseline,0.0,1080,280,0,10,21.083333333333332,-0.7623394660454289,-189.82509590214872,0.1463,4,42,12
42,Baseline,0.0,1140,301,0,2,17.25,0.08474698766966843,-164.12741125808327,0.1934,0,42,4
42,Baseline,0.0,1200,305,1,7,7.571428571428571,0.6296678275405736,-176.18259365271376,0.262,1,60,14
42,Baseline,0.0,1260,330,0,13,13.0,-0.9752703385499818,-188.42340161953345,0.2514,2,47,14
42,Baseline,0.0,1320,337,0,19,53.714285714285715,-2.1160633981797616,-274.2999508061082,-0.0128,3,56,21
42,Baseline,0.0,1380,351,0,16,21.85,-1.395295565981833,-331.73874744496356,0.214,4,43,20
42,Baseline,0.0,1440,383,0,5,4.75,-0.09310628571162383,-301.53774730786614,0.3608,5,58,8
42,Baseline,0.0,1500,398,0,5,5.571428571428571,-0.10786007341923831,-279.01343269400877,0.3706,1,61,7
42,Baseline,0.0,1560,423,0,6,1.4285714285714286,-0.16800176186996424,-274.1837372556179,0.4239,2,61,14
42,Baseline,0.0,1620,435,0,5,2.2666666666666666,-0.087341401619899,-294.2693521228413,0.4306,3,53,15
42,Baseline,0.0,1680,453,1,5,4.714285714285714,0.911928851674624,-291.4523155773792,0.4327,4,36,7
42,Baseline,0.0,1740,467,0,2,2.4444444444444446,0.2652836246885622,-273.6684752742046,0.4622,5,45,9
42,Baseline,0.0,1800,480,0,4,37.0,-0.36221394014408853,-257.14718522983117,0.2451,0,57,4
42,Baseline,0.0,1860,500,0,10,28.307692307692307,-0.8550949832632042,-257.3175403509034,0.3236,1,59,13
42,Baseline,0.0,1920,507,0,11,34.69230769230769,-1.0471242554330975,-284.75304216151903,0.2882,3,37,13
42,Baseline,0.0,1980,522,0,15,82.6,-2.058198396827683,-360.51569569797715,-0.0158,4,35,15
42,Baseline,0.0,2040,545,0,2,22.5,0.027227809186637197,-358.3805927268779,0.4084,0,32,4
42,Baseline,0.0,2100,563,0,5,4.625,-0.07625043193729708,-342.43861505971563,0.546,1,56,8
42,Baseline,0.0,2160,570,0,12,22.1875,-0.9849600483380676,-359.359014364804,0.4361,3,47,16
42,Baseline,0.0,2220,583,0,18,15.421052631578947,-1.5030769607517969,-418.0375236363037,0.4945,4,57,19
42,Baseline,0.0,2280,614,0,2,11.333333333333334,0.16544281326254212,-404.6644666208322,0.5535,5,41,6
42,Baseline,0.0,2340,623,0,2,62.666666666666664,-0.49535243851821475,-404.18138415244977,0.2205,1,56,3
42,Baseline,0.0,2400,635,0,6,5.625,-0.19674204449812288,-396.1697395932512,0.6131,2,39,8
42,Baseline,0.0,2460,651,0,10,37.61538461538461,-0.990984728186229,-412.64563858559217,0.4162,3,48,13
42,Baseline,0.0,2520,664,1,1,1.2857142857142858,1.3429725231659306,-427.44654266691845,0.6718,5,40,14
42,Baseline,0.0,2580,686,0,2,61.0,-0.4225621241896308,-399.47687574675047,0.2962,1,55,2
