seed,scenario,depth,step,arrived_cum,arrivals_step,queue,avg_wait_step,reward,cum_reward,AI_step,phase,green_duration,active_vehicles
7,Baseline,0.0,480,123,0,11,10.636363636363637,-0.7885740939174823,-79.1782714568127,0.0564,3,64,11
7,Baseline,0.0,540,148,1,4,6.833333333333333,1.0053834059267737,-73.45571552477095,0.1077,4,55,6
7,Baseline,0.0,600,161,0,2,10.0,0.18410876850676156,-53.45022316889452,0.1,5,60,5
7,Baseline,0.0,660,173,0,2,5.833333333333333,0.20673073406480152,-34.56234615752486,0.1402,0,65,6
7,Baseline,0.0,720,187,0,9,17.5,-0.6173289908463204,-24.952922837944197,0.0769,1,66,10
7,Baseline,0.0,780,201,1,9,4.928571428571429,0.47430448907365474,-56.38915818345499,0.1752,2,53,14
7,Baseline,0.0,840,219,1,11,7.214285714285714,0.2577043398583443,-79.87997112453803,0.1786,3,63,14
7,Baseline,0.0,900,242,1,6,4.1,0.830294419782363,-94.31092968469818,0.2232,4,41,10
7,Baseline,0.0,960,261,0,2,10.333333333333334,0.18067914334428764,-91.24294407257568,0.2013,5,63,6
7,Baseline,0.0,1020,272,0,2,14.5,0.1226753021884851,-73.60452393269908,0.1849,0,45,4
7,Baseline,0.0,1080,287,0,8,27.09090909090909,-0.6381061256299366,-78.14730130868114,0.1165,1,65,11
7,Baseline,0.0,1140,303,1,8,22.4,0.4306044192148919,-78.86767722107975,0.1643,2,59,10
7,Baseline,0.0,1200,318,0,8,24.666666666666668,-0.5952270442859017,-79.7615141207257,0.1647,3,46,9
7,Baseline,0.0,1260,327,0,2,2.3,0.21493571488570548,-88.63107281484008,0.3232,4,56,10
7,Baseline,0.0,1320,342,0,1,1.0,0.2775372530895724,-70.2757918531592,0.3474,5,68,6
7,Baseline,0.0,1380,358,0,4,21.0,-0.1882289246600235,-47.05865948527221,0.2306,0,53,5
7,Baseline,0.0,1440,375,0,10,34.0,-0.9366796928367854,-49.93732564454508,0.1615,2,52,10
7,Baseline,0.0,1500,390,0,8,7.444444444444445,-0.4992129951027551,-83.03994284794969,0.3541,3,52,9
7,Baseline,0.0,1560,407,0,8,12.5,-0.4602399209096375,-87.20892097213712,0.338,4,53,10
7,Baseline,0.0,1620,427,1,2,10.2,1.1747524940218517,-65.53035130514795,0.374,5,64,5
7,Baseline,0.0,1680,438,0,2,7.166666666666667,0.19966347234311482,-46.743241004028725,0.4056,0,53,6
7,Baseline,0.0,1740,448,0,6,16.125,-0.3063113204611513,-36.08191653925095,0.3563,1,56,8
7,Baseline,0.0,1800,454,0,8,19.90909090909091,-0.5648156199720223,-54.094668587904266,0.3373,2,47,11
7,Baseline,0.0,1860,467,0,7,12.4375,-0.4969790893403693,-110.31667751929908,0.4005,3,65,16
7,Baseline,0.0,1920,488,0,1,0.09090909090909091,0.3210136972704165,-101.72055086226226,0.5046,4,61,11
7,Baseline,0.0,1980,505,0,2,31.666666666666668,-0.0943027100524812,-73.84717242407189,0.3117,5,44,3
7,Baseline,0.0,2040,512,0,3,7.25,-0.01599767970072613,-78.68841830240243,0.4817,1,45,4
7,Baseline,0.0,2100,535,0,9,25.153846153846153,-0.7386385594922172,-72.22557399497424,0.3861,2,50,13
7,Baseline,0.0,2160,540,0,14,68.53333333333333,-1.8092432870171102,-147.69095056992805,0.1021,3,53,15
7,Baseline,0.0,2220,555,0,14,23.375,-1.2066513896009656,-192.41383847070244,0.4187,4,58,16
7,Baseline,0.0,2280,584,1,2,20.333333333333332,1.0476134894610918,-155.78900952859007,0.469,5,42,3
7,Baseline,0.0,2340,588,1,6,4.833333333333333,0.7153685983684115,-164.64499001870456,0.5765,1,61,6
7,Baseline,0.0,2400,612,0,3,1.4285714285714286,0.10369518893767365,-161.6653118122322,0.624,2,65,14
7,Baseline,0.0,2460,630,0,2,0.8888888888888888,0.20417294084308452,-184.4877508786556,0.6462,2,65,18
7,Baseline,0.0,2520,659,1,13,42.92857142857143,-0.33640641259039267,-201.1350470716162,0.396,4,50,14
7,Baseline,0.0,2580,678,1,2,3.5,1.2420578345967324,-219.24527367567651,0.6785,5,48,12
7,Baseline,0.0,2640,689,0,2,27.0,-0.12047993461438766,-213.23816761511975,0.5333,0,56,6
7,Baseline,0.0,2700,706,0,6,24.333333333333332,-0.3984945852417236,-204.31289099151306,0.5686,1,59,6
7,Baseline,0.0,2760,715,0,5,34.4,-0.4170844755987447,-206.67139311392998,0.5108,2,46,5
7,Baseline,0.0,2820,723,0,1,1.5,0.24142570361557036,-230.63273582625874,0.7384,3,64,10
7,Baseline,0.0,2880,748,0,0,0.0,0.44895545118300906,-201.2530240536009,0.7743,5,46,7
7,Baseline,0.0,2940,761,0,2,27.5,-0.05346013775788644,-179.6798837308987,0.6045,0,50,4
7,Baseline,0.0,3000,769,1,6,10.454545454545455,0.6686878148643473,-188.44646059213133,0.7264,1,49,11
7,Baseline,0.0,3060,795,1,7,52.2,0.11712043236582986,-201.3197207236491,0.475,2,57,10
7,Baseline,0.0,3120,806,0,12,30.333333333333332,-1.0719518803680608,-230.10358103945808,0.6321,3,58,12
7,Baseline,0.0,3180,828,0,6,6.25,-0.2117608384460538,-219.48553212821545,0.8155,4,61,12
7,Baseline,0.0,3240,840,0,2,31.75,-0.14330951401559988,-206.08636695465938,0.6579,0,64,4
7,Baseline,0.0,3300,851,1,8,10.923076923076923,0.5112514071970803,-214.64046839851463,0.8081,1,60,13
7,Baseline,0.0,3360,867,0,8,4.75,-0.4588384412786001,-260.0512232799479,0.8658,2,53,20
7,Baseline,0.0,3420,878,1,11,5.041666666666667,0.25447010796546937,-321.3017580587643,0.8753,3,58,24
7,Baseline,0.0,3480,899,1,11,3.090909090909091,0.31337452582327774,-365.5736615499323,0.91,4,50,22
7,Baseline,0.0,3540,920,0,2,2.6470588235294117,0.23906607015698947,-391.9047632386161,0.9347,5,61,17
7,Mild,0.12,0,0,0,0,0.0,0.0,0.0,0.0,0,20,0
7,Mild,0.12,60,11,0,3,15.8,-0.24212774321304073,-1.8127055909779328,-0.0927,1,71,5
7,Mild,0.12,120,24,0,2,2.6,0.10783266205601708,14.870708201316122,0.0102,2,52,5
7,Mild,0.12,180,40,0,5,17.0,-0.2510262771415494,26.843723971001324,-0.0674,3,57,8
7,Mild,0.12,240,55,0,2,14.6,0.07183873136716334,41.7179489237079,-0.0342,4,68,5
7,Mild,0.12,300,71,0,2,17.0,0.0657527825988416,70.29267140376972,-0.0318,5,62,6
7,Mild,0.12,360,83,1,2,11.4,1.1497876289297486,87.20757460212728,0.0193,0,50,5
7,Mild,0.12,420,98,1,4,12.375,0.8985579228720623,98.44613435563836,0.03,1,59,8
7,Mild,0.12,480,112,0,5,31.8,-0.3844031444972175,107.26274576038512,-0.0834,2,58,5
7,Mild,0.12,540,122,1,7,21.333333333333332,0.5074435012618991,110.96068597588007,-0.0022,3,46,9
7,Mild,0.12,600,132,0,2,1.7272727272727273,0.204513002650132,114.10901434666924,0.14,5,61,11
7,Mild,0.12,660,152,0,2,4.0,0.20372940266499687,144.60395391595887,0.1478,0,54,4
7,Mild,0.12,720,156,0,7,11.11111111111111,-0.3912620163730348,149.47347455882846,0.105,1,56,9
7,Mild,0.12,780,171,0,7,6.714285714285714,-0.36630616907601043,136.3500613631938,0.1516,2,58,14
7,Mild,0.12,840,185,1,10,10.333333333333334,0.3318054524962064,120.50352840179167,0.1435,3,46,15
7,Mild,0.12,900,196,0,15,22.176470588235293,-1.3040783048033142,82.17851417879088,0.0772,4,60,17
7,Mild,0.12,960,222,1,2,8.8,1.1656761731984135,108.21737960694658,0.1962,5,42,10
7,Mild,0.12,1020,233,0,2,2.0,0.1456367872486052,115.23434041827865,0.2542,0,67,7
7,Mild,0.12,1080,256,1,5,20.7,0.7210651222763431,133.04305965587545,0.1559,1,52,10
7,Mild,0.12,1140,268,1,5,12.181818181818182,0.7223960163578607,94.90026638454282,0.2265,3,65,11
7,Mild,0.12,1200,284,0,1,0.5333333333333333,0.33695421498768985,83.79593026241871,0.3225,3,65,15
7,Mild,0.12,1260,300,0,3,2.3846153846153846,0.13705711287885713,90.54852711439446,0.3285,5,51,13
7,Mild,0.12,1320,315,0,2,21.428571428571427,0.005860086921482155,111.27286679674924,0.2188,0,63,7
7,Mild,0.12,1380,330,0,4,13.333333333333334,-0.08486326090592955,122.52861372898664,0.29,1,52,6
7,Mild,0.12,1440,340,1,7,28.916666666666668,0.4067293517094695,113.14832848396837,0.1976,2,47,12
7,Mild,0.12,1500,348,0,14,64.25,-1.7483110503246149,46.78228043117863,-0.0288,3,63,16
7,Mild,0.12,1560,368,0,8,16.77777777777778,-0.5018167938903699,43.9442880549512,0.3107,4,58,9
7,Mild,0.12,1620,382,0,2,24.75,0.001974129557742732,61.24885942210313,0.2736,5,54,4
7,Mild,0.12,1680,389,0,2,73.0,-0.5976521292792853,58.59153283837359,-0.0401,0,53,3
7,Mild,0.12,1740,408,1,6,13.7,0.7205287504008872,70.60589194291529,0.3771,1,51,10
7,Mild,0.12,1800,414,0,15,42.473684210526315,-1.5679558707778924,16.233448913607074,0.1922,3,65,19
7,Mild,0.12,1860,430,0,3,0.16,0.11098761488979009,-42.45240159073272,0.4926,4,48,25
7,Mild,0.12,1920,457,0,2,2.6666666666666665,0.23636764284514034,-54.37026092388494,0.5069,5,59,18
7,Mild,0.12,1980,480,0,2,5.666666666666667,0.2190932455984425,-24.03348706771045,0.5133,0,52,6
7,Mild,0.12,2040,491,1,6,11.466666666666667,0.7482847648200239,-17.24675788074843,0.4873,1,56,15
7,Mild,0.12,2100,509,0,11,19.083333333333332,-0.8164821960052007,-33.565846779181335,0.4572,2,47,12
7,Mild,0.12,2160,519,0,13,59.0625,-1.5620225305509075,-95.67660441892087,0.2021,3,49,16
7,Mild,0.12,2220,533,0,2,0.8333333333333334,0.23818789278319316,-122.58839972120504,0.6064,4,62,18
7,Mild,0.12,2280,554,0,2,22.5,0.02550549205180591,-93.11025645440988,0.4861,0,52,6
7,Mild,0.12,2340,560,0,2,6.0,-0.019382756020844633,-122.66391286486021,0.6029,1,53,2
7,Mild,0.12,2400,580,1,7,17.666666666666668,0.5807583760651154,-104.42253895499127,0.5481,2,55,12
7,Mild,0.12,2460,590,0,7,10.1,-0.35108498833164736,-128.24974544293636,0.61,3,60,10
7,Mild,0.12,2520,605,0,4,2.3333333333333335,0.07025038077641538,-112.65287204865366,0.679,4,64,9
7,Mild,0.12,2580,618,0,2,10.0,0.17908781108098315,-92.44747809090467,0.6429,5,57,6
7,Mild,0.12,2640,626,0,2,15.5,0.08370827165385658,-81.33410419519569,0.6154,0,52,2
7,Mild,0.12,2700,634,1,5,13.333333333333334,0.8131525434727818,-78.2576800160377,0.639,1,57,12
7,Mild,0.12,2760,650,0,9,18.2,-0.6188100248608004,-84.58074547505731,0.6249,2,39,10
7,Mild,0.12,2820,657,0,4,11.083333333333334,-0.17035185400387332,-135.62780483398097,0.6804,3,67,12
7,Mild,0.12,2880,677,0,1,0.2857142857142857,0.3484118941242849,-109.83640417029916,0.7754,4,64,7
7,Mild,0.12,2940,688,0,1,59.0,-0.2824711120152288,-84.84545529319145,0.3966,5,57,1
7,Mild,0.12,3000,693,0,4,9.444444444444445,-0.043262416126724046,-70.57837944663454,0.7327,0,57,9
7,Mild,0.12,3060,711,0,7,36.5,-0.6617793465109076,-69.87704574044609,0.573,1,59,8
7,Mild,0.12,3120,721,0,10,29.416666666666668,-0.8798168424906345,-88.93644709250721,0.6317,2,57,12
7,Mild,0.12,3180,736,1,0,0.0,1.4171956780893478,-99.73641497637908,0.845,4,59,14
7,Mild,0.12,3240,753,0,1,2.1818181818181817,0.32270832497034013,-105.42248275203113,0.85,5,62,11
7,Mild,0.12,3300,767,1,3,4.0,1.1108536214623843,-80.5413908474331,0.8539,0,57,12
7,Mild,0.12,3360,784,0,5,3.272727272727273,-0.09524159020106965,-55.55313459895052,0.8783,1,52,11
7,Mild,0.12,3420,802,0,16,36.5,-1.5614394509850067,-78.4866096639239,0.6774,2,54,16
7,Mild,0.12,3480,816,1,12,4.65,0.1494625426509015,-139.62720756745603,0.9059,3,58,20
7,Mild,0.12,3540,833,0,13,5.666666666666667,-0.8864939159652755,-173.97216024473926,0.9186,4,45,21
7,Moderate,0.28,0,0,0,0,0.0,0.0,0.0,0.0,0,20,0
7,Moderate,0.28,60,5,1,3,8.333333333333334,0.7099828563130296,-5.007951927093748,-0.0488,1,68,6
7,Moderate,0.28,120,16,0,5,9.285714285714286,-0.3445589603181443,-2.1084464554742635,-0.0404,2,63,7
7,Moderate,0.28,180,26,0,5,8.545454545454545,-0.26725757731248717,2.7699003981053267,-0.022,3,66,11
7,Moderate,0.28,240,41,1,2,2.5833333333333335,1.1639930711037854,18.712592513123052,0.038,4,50,12
7,Moderate,0.28,300,54,0,2,16.0,0.044253845035861605,38.72061874084047,-0.034,5,63,6
7,Moderate,0.28,360,64,0,2,9.833333333333334,0.11979970898135811,54.43052997785101,0.0206,0,56,6
7,Moderate,0.28,420,81,1,4,10.1,0.915586161197492,73.84540790873518,0.0417,1,70,10
7,Moderate,0.28,480,87,0,4,4.7272727272727275,2.681344949367892e-05,87.01435169008593,0.0856,2,42,11
7,Moderate,0.28,540,99,0,9,47.2,-1.035976323512048,65.86025477225574,-0.1814,3,58,10
7,Moderate,0.28,600,113,0,0,0.0,0.42596943032561946,87.89211496618066,0.1521,4,59,5
7,Moderate,0.28,660,119,0,3,10.6,0.004010963734881301,105.36848163411943,0.0895,5,55,10
7,Moderate,0.28,720,127,0,3,29.0,-0.25458475194397817,108.0759334896264,-0.0224,0,53,8
7,Moderate,0.28,780,147,1,3,6.333333333333333,1.0380544626174077,113.45958471000017,0.1556,1,62,9
7,Moderate,0.28,840,159,0,1,0.9090909090909091,0.28896167647901205,107.24359478964563,0.2079,2,69,11
7,Moderate,0.28,900,174,1,2,4.1,1.1840243214585184,119.73333724380167,0.2069,3,63,10
7,Moderate,0.28,960,192,0,0,0.0,0.4600012242628944,152.83547031862682,0.2584,4,46,6
7,Moderate,0.28,1020,198,0,1,2.6666666666666665,0.3410002648975853,182.968825596636,0.2487,5,63,6
7,Moderate,0.28,1080,206,1,0,0.0,1.436181104423698,208.75163502895083,0.2773,0,62,5
7,Moderate,0.28,1140,217,1,4,14.142857142857142,0.8879340905047164,232.2773369165476,0.1978,1,58,7
7,Moderate,0.28,1200,227,0,7,36.75,-0.6920107376350582,226.84013272057445,0.0605,3,52,8
7,Moderate,0.28,1260,236,0,4,3.3076923076923075,-0.031995133254544283,207.02608092883543,0.2956,4,64,13
7,Moderate,0.28,1320,248,0,1,9.75,0.24307596686812177,220.35826821139136,0.2688,5,59,4
7,Moderate,0.28,1380,254,0,2,3.142857142857143,0.19070573312434702,237.8470995638394,0.3209,0,59,7
7,Moderate,0.28,1440,264,0,6,9.5,-0.27795167342018745,250.51481246420667,0.292,1,48,10
7,Moderate,0.28,1500,282,0,8,33.4,-0.7795256117956016,233.58820397874354,0.1569,2,68,15
7,Moderate,0.28,1560,294,0,8,5.235294117647059,-0.4044758880424629,213.78719199937498,0.3608,3,54,17
7,Moderate,0.28,1620,312,0,7,8.25,-0.32593954244024587,215.80999539414157,0.3649,4,59,12
7,Moderate,0.28,1680,324,0,1,3.1666666666666665,0.3314292319093566,234.81254535777379,0.415,5,66,12
7,Moderate,0.28,1740,342,0,2,3.625,0.22434569841361834,262.5585270521741,0.4361,0,67,8
7,Moderate,0.28,1800,354,0,6,12.777777777777779,-0.27645702710472114,278.59489026081457,0.3913,1,61,9
7,Moderate,0.28,1860,361,0,10,4.785714285714286,-0.6370438051243186,257.36345518390834,0.454,2,54,14
7,Moderate,0.28,1920,370,0,10,6.071428571428571,-0.6332103618749577,234.79731599648466,0.4575,3,54,14
7,Moderate,0.28,1980,379,0,10,10.357142857142858,-0.6507546587242827,214.12332176154044,0.441,4,49,14
7,Moderate,0.28,2040,391,1,2,1.4444444444444444,1.2489779100412917,226.0207362971057,0.5166,5,53,18
7,Moderate,0.28,2100,409,0,4,16.666666666666668,-0.1398940163249412,253.50446883226485,0.4394,0,57,9
7,Moderate,0.28,2160,425,1,11,35.84615384615385,-0.06237095712672319,233.5396512399443,0.333,1,63,13
7,Moderate,0.28,2220,436,0,10,19.5,-0.7591477649763237,210.16626748662742,0.4568,3,63,16
7,Moderate,0.28,2280,449,1,0,0.0,1.3979215309818764,177.59812740915294,0.6043,3,63,15
7,Moderate,0.28,2340,468,0,1,0.8181818181818182,0.35034112902879044,186.13398927767383,0.6244,4,60,11
7,Moderate,0.28,2400,479,0,2,0.8,0.24254161404170282,208.87599070936278,0.6394,5,62,10
7,Moderate,0.28,2460,494,0,3,13.333333333333334,0.021155337770373706,235.63189382958478,0.576,1,57,9
7,Moderate,0.28,2520,514,0,6,4.625,-0.18252815120996202,254.04684382889403,0.661,2,60,8
7,Moderate,0.28,2580,522,0,3,1.7272727272727273,0.13109752372366618,248.7453354997942,0.691,3,66,11
7,Moderate,0.28,2640,531,0,0,0.0,0.47169875719251747,256.52272477525037,0.7147,4,62,11
7,Moderate,0.28,2700,549,0,0,0.0,0.48779882157155907,293.9975406505116,0.7389,5,56,4
7,Moderate,0.28,2760,554,1,2,20.4,1.0359872164687105,310.69978143515374,0.6096,0,59,5
7,Moderate,0.28,2820,563,1,5,4.153846153846154,0.9013246800683663,321.7861045674649,0.73,1,49,13
7,Moderate,0.28,2880,577,0,13,40.875,-1.3330659255084878,286.39331045334734,0.5041,2,58,16
7,Moderate,0.28,2940,583,0,12,7.7368421052631575,-0.84504282519545,225.8756311804981,0.7331,3,53,19
7,Moderate,0.28,3000,596,0,13,12.0,-0.9534951328450099,198.02205073567907,0.7222,4,54,20
7,Moderate,0.28,3060,615,0,2,3.7142857142857144,0.2423658746211933,213.3414133511685,0.803,5,43,14
7,Moderate,0.28,3120,629,0,4,48.75,-0.4788982820500499,231.31635627194098,0.5216,0,62,4
7,Moderate,0.28,3180,651,0,5,31.857142857142858,-0.3836778546414632,246.68866429230744,0.6638,1,55,7
7,Moderate,0.28,3240,659,1,3,10.6,0.9403495037935485,217.80421256168015,0.8163,2,57,10
7,Moderate,0.28,3300,673,0,2,0.21428571428571427,0.25909717199430715,223.61078319195815,0.9044,4,41,14
7,Moderate,0.28,3360,686,0,1,1.0769230769230769,0.3645525711421967,226.83296826215897,0.9161,5,58,13
7,Moderate,0.28,3420,701,0,2,16.333333333333332,0.10807118781374808,255.918366928574,0.8346,0,49,3
7,Moderate,0.28,3480,712,1,5,2.5454545454545454,0.9462195650392488,274.7765107485363,0.9413,1,57,11
7,Moderate,0.28,3540,723,0,7,19.8,-0.43913236428861585,277.255042510799,0.8411,2,58,10
7,Severe,0.55,0,0,0,0,0.0,0.0,0.0,0.0,0,20,0
7,Severe,0.55,60,0,0,0,0.0,-0.00011111111111111112,-0.21288888888888907,0.0,1,61,2
7,Severe,0.55,120,3,0,2,13.666666666666666,-0.22137571968940695,-1.1405154064891292,-0.0805,2,61,3
7,Severe,0.55,180,4,0,4,14.375,-0.44860148152891555,-11.09020628260152,-0.0817,3,55,8
7,Severe,0.55,240,6,0,2,0.8181818181818182,-0.10106676187691745,-25.22162474155333,0.0157,4,67,11
7,Severe,0.55,300,6,0,2,7.588235294117647,-0.1630371480030347,-32.67736788833896,-0.0294,5,50,17
7,Severe,0.55,360,6,0,4,13.5,-0.4632387234315182,-49.71012637272748,-0.0688,0,56,20
7,Severe,0.55,420,11,0,6,8.043478260869565,-0.5573335175115552,-60.39390976729439,-0.0148,1,53,23
7,Severe,0.55,480,17,0,1,0.18181818181818182,0.05973587780970192,-93.84405932735271,0.0589,2,71,22
7,Severe,0.55,540,22,1,0,0.0,1.2194733608032091,-99.80596141980138,0.0777,3,65,22
7,Severe,0.55,600,33,1,0,0.0,1.3329444812676499,-77.73193201713546,0.1166,4,51,13
7,Severe,0.55,660,39,0,2,3.909090909090909,0.1371161305315585,-54.66873283530279,0.1117,5,67,11
7,Severe,0.55,720,42,0,1,0.6,0.2710200016967468,-33.953661721953736,0.1444,0,49,10
7,Severe,0.55,780,46,0,3,12.0,-0.07810873635876475,-21.160801500243842,0.0825,1,72,9
7,Severe,0.55,840,50,0,1,1.6666666666666667,0.25694258970833506,3.1299695771038936,0.1656,2,73,9
7,Severe,0.55,900,52,0,0,0.0,0.36636548163717636,24.06157696425397,0.1837,3,73,8
7,Severe,0.55,960,56,0,4,2.5714285714285716,-0.0678443532637093,40.40294734659407,0.1807,4,63,14
7,Severe,0.55,1020,63,0,1,3.6666666666666665,0.24845060835066635,51.303721804891,0.1982,5,55,9
7,Severe,0.55,1080,65,0,1,7.75,0.1850638389418754,65.73943505857206,0.178,0,49,12
7,Severe,0.55,1140,67,0,4,9.294117647058824,-0.15801626654682782,59.32156887077015,0.1748,1,65,17
7,Severe,0.55,1200,75,1,4,4.9411764705882355,0.9321933968021474,63.30417158288129,0.2321,2,57,17
7,Severe,0.55,1260,79,0,4,5.0,-0.05764425847878202,68.46227568322601,0.2458,3,69,17
7,Severe,0.55,1320,85,0,5,4.9375,-0.1448031516728746,80.48070103039518,0.2674,4,63,16
7,Severe,0.55,1380,89,0,1,1.125,0.30087882607347155,91.38256696756731,0.307,5,62,16
7,Severe,0.55,1440,93,0,1,0.2222222222222222,0.2980039652343809,107.90979875721739,0.3271,0,56,18
7,Severe,0.55,1500,98,0,1,1.6875,0.29273925098347225,129.05807558763505,0.335,1,58,16
7,Severe,0.55,1560,103,0,2,0.4,0.21453526868158684,151.29068023717764,0.3613,2,51,20
7,Severe,0.55,1620,110,1,5,7.388888888888889,0.8424886403507633,154.3431290591705,0.3394,3,62,18
7,Severe,0.55,1680,118,0,3,5.285714285714286,0.08122301550978778,168.322165602743,0.3817,4,60,14
7,Severe,0.55,1740,121,0,2,5.6923076923076925,0.17476775857424526,184.30560466432786,0.3896,5,56,13
7,Severe,0.55,1800,124,0,2,17.636363636363637,0.015110153864169085,193.00077024458164,0.3206,0,51,11
7,Severe,0.55,1860,128,0,0,0.0,0.4161782290107732,203.39201291551578,0.4523,1,62,15
7,Severe,0.55,1920,138,0,2,2.6923076923076925,0.2168626682493635,230.8527634363468,0.4697,2,49,13
7,Severe,0.55,1980,145,0,1,0.3333333333333333,0.3248880987789755,246.6849796154318,0.5101,3,64,9
7,Severe,0.55,2040,148,0,0,0.0,0.4634490990689185,274.52555957441746,0.523,4,65,11
7,Severe,0.55,2100,150,0,1,4.3076923076923075,0.3021921455018154,296.7320390056813,0.5013,5,57,13
7,Severe,0.55,2160,153,0,0,0.0,0.45297343385491673,322.4563605688393,0.5406,0,59,13
7,Severe,0.55,2220,153,0,4,6.9375,-0.04400630379509807,335.2446274307465,0.4944,1,69,16
7,Severe,0.55,2280,156,0,0,0.0,0.4366663567902122,355.4301462005538,0.5512,2,64,16
7,Severe,0.55,2340,164,0,1,0.14285714285714285,0.3399978036042564,386.3413959956387,0.5786,3,52,14
7,Severe,0.55,2400,170,0,4,9.846153846153847,-0.06532985660960194,398.82341315007585,0.5351,4,67,13
7,Severe,0.55,2460,177,0,1,0.4444444444444444,0.35447148330258926,431.5275655144689,0.6225,5,53,9
7,Severe,0.55,2520,180,0,2,11.222222222222221,0.11472562924864604,448.6898379902076,0.5612,0,56,9
7,Severe,0.55,2580,183,1,2,1.7692307692307692,1.2303128647681765,468.49731159801587,0.6348,1,63,13
7,Severe,0.55,2640,192,0,1,3.3636363636363638,0.3184785079893787,495.16279961530745,0.656,2,52,11
7,Severe,0.55,2700,195,0,0,0.0,0.443981123868581,514.1266118768757,0.689,4,65,9
7,Severe,0.55,2760,200,0,1,1.2222222222222223,0.3412745529572496,535.4693276177321,0.6986,4,65,9
7,Severe,0.55,2820,202,0,1,0.8888888888888888,0.313992132772447,547.4840463010155,0.7079,5,67,9
7,Severe,0.55,2880,205,1,2,4.333333333333333,1.1987487089267896,569.4079968186719,0.6955,0,59,12
7,Severe,0.55,2940,209,0,3,10.642857142857142,0.02072824099871129,582.1465017334637,0.6676,1,66,14
7,Severe,0.55,3000,213,1,2,7.818181818181818,1.155712201259286,600.2366658385587,0.7005,2,56,11
7,Severe,0.55,3060,216,0,1,0.15384615384615385,0.33732140898892105,617.6477352787213,0.7622,3,56,13
7,Severe,0.55,3120,225,0,0,0.0,0.45614507422684347,651.3351899333443,0.7951,5,61,8
7,Severe,0.55,3180,228,0,2,0.7777777777777778,0.24654574212448693,678.8706786322705,0.8005,0,54,9
7,Severe,0.55,3240,231,0,0,0.0,0.4413605260810232,695.3321059897149,0.8163,1,60,12
7,Severe,0.55,3300,238,1,5,3.0,0.9195260893504464,712.7874352939307,0.821,2,55,15
7,Severe,0.55,3360,245,0,4,4.909090909090909,0.0025906722035068386,719.7913382606363,0.833,3,70,11
7,Severe,0.55,3420,247,0,2,0.1875,0.253681366069902,730.0395648720029,0.8715,4,52,16
7,Severe,0.55,3480,254,0,1,2.0,0.3390053331778893,748.4992863869885,0.8842,5,56,16
7,Severe,0.55,3540,256,0,2,5.15,0.1943729286284161,764.7479156976506,0.8703,0,47,20
21,Baseline,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,20,0
21,Baseline,0.0,60,6,0,7,11.75,-0.6702488764881773,-10.030518777173715,-0.0722,1,56,12
21,Baseline,0.0,120,15,0,11,33.63636363636363,-1.2836375189609321,-51.436161365093824,-0.2088,2,73,11
21,Baseline,0.0,180,42,0,6,8.0,-0.28681461860947527,-34.09464162632984,-0.0101,3,67,9
21,Baseline,0.0,240,60,0,5,6.142857142857143,-0.11164767108797008,-11.150208181169704,0.0208,4,60,7
21,Baseline,0.0,300,76,1,2,30.0,0.9246467560202838,6.2207779369321745,-0.1218,5,70,3
21,Baseline,0.0,360,90,0,0,0.0,0.4437228170991131,23.303235210464386,0.0926,0,62,3
21,Baseline,0.0,420,102,0,6,10.333333333333334,-0.2853739888406872,39.714686838048124,0.036,1,55,9
21,Baseline,0.0,480,115,0,11,45.23076923076923,-1.2226672044902407,8.102272918770362,-0.1832,2,69,13
21,Baseline,0.0,540,130,0,2,0.5,0.1879853373102522,-27.545134148451854,0.1304,3,59,12
21,Baseline,0.0,600,158,1,3,1.7777777777777777,1.1385330450009539,2.281988378973101,0.1507,4,66,9
21,Baseline,0.0,660,178,0,2,11.25,0.16486968297360977,28.15404564547911,0.1081,5,63,4
21,Baseline,0.0,720,191,1,4,5.25,0.9825139025367489,41.3106585731632,0.1615,0,66,8
21,Baseline,0.0,780,210,0,4,1.8,0.025707371332644058,70.24150298647345,0.204,0,66,10
21,Baseline,0.0,840,228,1,8,49.125,0.10221657381018345,63.11045994733781,-0.0929,1,70,8
21,Baseline,0.0,900,249,1,9,26.636363636363637,0.293243860529902,74.0245923127392,0.0786,2,67,11
21,Baseline,0.0,960,271,1,7,23.375,0.5519937590254427,90.62586140173515,0.123,3,59,8
21,Baseline,0.0,1020,286,0,8,12.6,-0.43200053063257693,110.91491123862566,0.2102,4,62,10
21,Baseline,0.0,1080,299,0,2,54.5,-0.3280948540617041,130.5626869038284,-0.0557,5,53,2
21,Baseline,0.0,1140,301,0,2,76.33333333333333,-0.74958321137887,99.53179420099704,-0.1992,0,75,3
21,Baseline,0.0,1200,326,0,6,20.454545454545453,-0.35532892520205556,110.59094839849331,0.199,1,61,11
21,Baseline,0.0,1260,342,0,8,17.2,-0.49370848758179436,103.39356866783538,0.2372,2,65,10
21,Baseline,0.0,1320,361,0,7,11.6,-0.3272765664621934,107.4943103618568,0.2941,3,66,10
21,Baseline,0.0,1380,386,0,3,4.571428571428571,0.15657328991548636,131.1308628823866,0.3666,4,65,7
21,Baseline,0.0,1440,395,0,2,10.0,0.18924620886511162,146.30960130088255,0.3397,5,56,4
21,Baseline,0.0,1500,401,0,2,32.0,-0.11754501080160701,151.73676565593232,0.1992,0,62,5
